Text,Sentiment,Timestamp,User,Platform,Retweets,Likes,Country,Year,Month,Day,Hour,Processed_Text,Sentiment_Score
engulfed in the aroma of freshly brewed coffee the writer finds inspiration in every sip embarking on a journey of creativity and prose creativeinspiration coffeejourney,Neutral,2023-02-12 19:45:00,CoffeeLoverWritersRetreat,Twitter,22.0,45.0,France,2023,2,12,19,engulf aroma freshli brew coffe writer find inspir everi sip embark journey creativ prose creativeinspir coffeejourney,0.0
in the realm of fashion the designer unveils a collection that tells a story blending innovation and tradition on the runway of creativity runwaycreativity fashioninnovation,Neutral,2015-11-10 21:00:00,FashionEnthusiastDesignerShowcase,Instagram,28.0,55.0,Italy,2015,11,10,21,realm fashion design unveil collect tell stori blend innov tradit runway creativ runwaycr fashioninnov,0.0
as the waves crash against the shore the surfer embraces the thrill of riding the oceans energy capturing the essence of freedom in each wave oceansfreedom surfingthrills,Positive,2021-07-20 18:15:00,SurfingEnthusiastWaveRider,Facebook,22.0,45.0,Brazil,2021,7,20,18,wave crash shore surfer embrac thrill ride ocean energi captur essenc freedom wave oceansfreedom surfingthril,0.6124
exploring the historical architecture of an ancient city the traveler is transported to a bygone era where each monument whispers tales of the past whispersofthepast historicaltour,Neutral,2019-04-18 20:30:00,HistoryExplorerAncientCityTour,Twitter,35.0,70.0,Greece,2019,4,18,20,explor histor architectur ancient citi travel transport bygon era monument whisper tale past whispersofthepast historicaltour,0.0
successfully avoided eye contact with my crush in the hallway mission accomplished teencrush stealthmode crushstruggles avoidingeyecontact,Positive,2023-05-20 19:45:00,CrushAvoider,Twitter,15.0,30.0,USA,2023,5,20,19,success avoid eye contact crush hallway mission accomplish teencrush stealthmod crushstruggl avoidingeyecontact,0.5719
ran out of snacks during a movie marathon crisis level emergency movienightstruggles teenproblems snackcrisis teenlife,Neutral,2023-05-21 21:00:00,MovieBuff,Instagram,18.0,35.0,Canada,2023,5,21,21,ran snack movi marathon crisi level emerg movienightstruggl teenproblem snackcrisi teenlif,0.0
spent an hour choosing the perfect filter for a selfie the struggle for that instagram aesthetic is real selfiequeen teenvibes selfiestruggle teenconfessions,Positive,2023-05-22 14:30:00,SelfieAddict,Facebook,22.0,45.0,UK,2023,5,22,14,spent hour choos perfect filter selfi struggl instagram aesthet real selfiequeen teenvib selfiestruggl teenconfess,0.5719
lost my headphones again how do they vanish into thin air headphonemystery teenlife teenproblems lostheadphones,Negative,2023-05-23 16:45:00,AudioExplorer,Twitter,20.0,40.0,USA,2023,5,23,16,lost headphon vanish thin air headphonemysteri teenlif teenproblem lostheadphon,-0.3182
decided to study for exams but ended up making memes about studying instead procrastination level expert procrastinationnation teenconfessions studyingmemes teenlife,Neutral,2023-05-24 13:15:00,MemeCreator,Instagram,25.0,50.0,Canada,2023,5,24,13,decid studi exam end make meme studi instead procrastin level expert procrastinationn teenconfess studyingmem teenlif,0.0
got dressed for the day then remembered its saturday oops weekendvibes teenstruggles weekendoops teenfashion,Neutral,2023-05-25 19:00:00,FashionBlunder,Facebook,20.0,40.0,USA,2023,5,25,19,got dress day rememb saturday oop weekendvib teenstruggl weekendoop teenfashion,0.0
survived a group project without any drama miracles do happen groupprojectsuccess teenachievements teensuccess projectmiracle,Neutral,2023-05-26 14:20:00,GroupGenius,Twitter,28.0,55.0,UK,2023,5,26,14,surviv group project without drama miracl happen groupprojectsuccess teenachiev teensuccess projectmiracl,0.0
entered the kitchen with the intention to cook left with a bag of chips cooking is overrated anyway masterchefintraining teenhumor teenchef cookingfail,Neutral,2023-05-27 21:15:00,ChipExplorer,Instagram,22.0,45.0,Canada,2023,5,27,21,enter kitchen intent cook left bag chip cook overr anyway masterchefintrain teenhumor teenchef cookingfail,0.0
staring at the clock in class waiting for the bell to ring like its the most exciting event of the day classcountdown teenlife classevent teenexcitement,Positive,2023-05-28 12:00:00,ExcitementSeeker,Facebook,18.0,35.0,USA,2023,5,28,12,stare clock class wait bell ring like excit event day classcountdown teenlif classev teenexcit,0.3612
discovered a new book series and spent the whole night reading who needs sleep anyway bookwormlife latenightreading bookdiscoveries teenreading,Neutral,2023-05-29 23:30:00,NightReader,Twitter,30.0,60.0,UK,2023,5,29,23,discov new book seri spent whole night read need sleep anyway bookwormlif latenightread bookdiscoveri teenread,0.0
bought a new video game played for hours forgot to eat the ultimate gaming session gamerlife nofoodgaming gameon teengamer,Positive,2023-05-30 20:45:00,GamingEnthusiast,Instagram,22.0,45.0,USA,2023,5,30,20,bought new video game play hour forgot eat ultim game session gamerlif nofoodgam gameon teengam,0.34
spent the day bingewatching a new series productivity level zero lazyday tvseriesmarathon bingewatchday teenlife,Neutral,2023-05-31 15:30:00,LazyWatcher,Facebook,35.0,70.0,Canada,2023,5,31,15,spent day bingewatch new seri product level zero lazyday tvseriesmarathon bingewatchday teenlif,0.0
caught up on the latest fashion trends and now planning a shopping spree fashionista trendyteen fashiongoals teenstyle,Neutral,2023-06-01 18:00:00,TrendExplorer,Twitter,20.0,40.0,USA,2023,6,1,18,caught latest fashion trend plan shop spree fashionista trendyteen fashiongo teenstyl,0.0
decided to learn a new instrument day one still trying to figure out how to hold it musicnovice learningjourney instrumentlearning teenmusic,Neutral,2023-06-02 14:30:00,MusicalExplorer,Instagram,28.0,55.0,UK,2023,6,2,14,decid learn new instrument day one still tri figur hold musicnovic learningjourney instrumentlearn teenmus,0.0
spent hours creating the perfect playlist for every mood music is my therapy playlistmaker teenmusiclover musictherapy teenplaylist,Positive,2023-06-03 21:15:00,MusicAficionado,Facebook,22.0,45.0,Canada,2023,6,3,21,spent hour creat perfect playlist everi mood music therapi playlistmak teenmusiclov musictherapi teenplaylist,0.5719
successfully cooked a gourmet meal for the family chef skills unlocked chefmode teenchef cookingsuccess teencook,Positive,2023-06-04 19:30:00,HomeChef,Twitter,25.0,50.0,USA,2023,6,4,19,success cook gourmet meal famili chef skill unlock chefmod teenchef cookingsuccess teencook,0.5719
spontaneously booked a weekend getaway adventure awaits travelbug weekendescape getawaygoals teentravel,Positive,2023-06-05 10:00:00,AdventureSeeker,Instagram,18.0,35.0,UK,2023,6,5,10,spontan book weekend getaway adventur await travelbug weekendescap getawaygo teentravel,0.1027
attended a concert and danced the night away music is the heartbeat of life concertvibes danceallnight musicmagic teenconcert,Neutral,2023-06-06 22:30:00,DanceEnthusiast,Facebook,28.0,55.0,Canada,2023,6,6,22,attend concert danc night away music heartbeat life concertvib danceallnight musicmag teenconcert,0.0
rediscovered childhood cartoons and had a nostalgiafilled marathon cartoonnostalgia teenmemories childhoodmemories teencartoons,Neutral,2023-06-07 12:45:00,NostalgiaExplorer,Twitter,22.0,45.0,USA,2023,6,7,12,rediscov childhood cartoon nostalgiafil marathon cartoonnostalgia teenmemori childhoodmemori teencartoon,0.0
embarked on a diy home decor project lets hope it turns out better than last time diyadventure teenhomedecor diygoals teencreative,Positive,2023-06-08 16:00:00,HomeDecorator,Instagram,35.0,70.0,UK,2023,6,8,16,embark diy home decor project let hope turn better last time diyadventur teenhomedecor diygoal teencr,0.7003
spent the afternoon at a museum pretending to be cultured art enthusiast in the making museumday teenartlover culturalday teencuriosity,Positive,2023-06-09 14:00:00,ArtExplorer,Facebook,20.0,40.0,USA,2023,6,9,14,spent afternoon museum pretend cultur art enthusiast make museumday teenartlov culturalday teencurios,0.2732
started a blog about random thoughts and musings blogging is the new diary bloggerlife teenblogger bloggingjourney teenthoughts,Neutral,2023-06-10 17:30:00,ThoughtfulBlogger,Twitter,30.0,60.0,Canada,2023,6,10,17,start blog random thought muse blog new diari bloggerlif teenblogg bloggingjourney teenthought,0.0
relishing a peaceful afternoon with a classic novel quiet moments are the best moments booklover peacefulafternoon quietmoments bookishescape,Positive,2023-06-11 15:30:00,NovelEnthusiast,Instagram,35.0,70.0,USA,2023,6,11,15,relish peac afternoon classic novel quiet moment best moment booklov peacefulafternoon quietmoment bookishescap,0.7579
reflecting on a lifetime of memories each wrinkle tells a story embracing the beauty of aging lifereflections beautyinaging aginggracefully memories,Neutral,2023-06-12 18:00:00,WiseSoul,Twitter,28.0,55.0,UK,2023,6,12,18,reflect lifetim memori wrinkl tell stori embrac beauti age lifereflect beautyinag aginggrac memori,0.0
exploring the world of digital art its never too late to discover new passions digitalartistry latebloomer artdiscovery seniorartist,Positive,2023-06-13 14:45:00,ArtAdventurer,Facebook,22.0,45.0,Canada,2023,6,13,14,explor world digit art never late discov new passion digitalartistri latebloom artdiscoveri seniorartist,0.4588
savoring the flavors of a homecooked meal simple joys are the heart of happiness homecooking simplejoys happinessinfood seniorlife,Positive,2023-06-14 19:30:00,HomeChefSenior,Instagram,25.0,50.0,USA,2023,6,14,19,savor flavor homecook meal simpl joy heart happi homecook simplejoy happinessinfood seniorlif,0.5859
embarking on a journey of learning a new language the mind stays young with every new word languagelearning nevertoolate mindenrichment seniorlearning,Neutral,2023-06-15 12:15:00,LinguisticExplorer,Twitter,30.0,60.0,UK,2023,6,15,12,embark journey learn new languag mind stay young everi new word languagelearn nevertool mindenrich seniorlearn,0.0
attended a classical music concert feeling the timeless melodies resonate music transcends generations classicalmusic timelessmelodies musiclover seniorconcert,Neutral,2023-06-16 21:45:00,MusicConnoisseur,Facebook,18.0,35.0,Canada,2023,6,16,21,attend classic music concert feel timeless melodi reson music transcend gener classicalmus timelessmelodi musiclov seniorconcert,0.0
capturing the beauty of nature through photography every snapshot is a treasure naturephotography seniorphotographer naturecapture seniormoments,Neutral,2023-06-17 15:00:00,PhotographySenior,Instagram,35.0,70.0,USA,2023,6,17,15,captur beauti natur photographi everi snapshot treasur naturephotographi seniorphotograph naturecaptur seniormo,0.0
reconnecting with old friends over a cup of tea friendship the true essence of companionship oldfriends companionship friendshipgoals seniorbonding,Positive,2023-06-18 11:30:00,TeaTimeSenior,Twitter,28.0,55.0,UK,2023,6,18,11,reconnect old friend cup tea friendship true essenc companionship oldfriend companionship friendshipgo seniorbond,0.836
embarked on a road trip to revisit cherished places from the past nostalgia the ultimate travel companion roadtrip nostalgiatour cherishedplaces seniortravel,Positive,2023-06-19 16:30:00,RoadTripSenior,Facebook,22.0,45.0,Canada,2023,6,19,16,embark road trip revisit cherish place past nostalgia ultim travel companion roadtrip nostalgiatour cherishedplac seniortravel,0.3818
joined a community choir harmonizing with fellow voices music creates bonds that withstand time communitychoir harmonyinaging musicharmony seniorvoices,Positive,2023-06-20 14:20:00,ChoirEnthusiast,Instagram,20.0,40.0,USA,2023,6,20,14,join commun choir harmon fellow voic music creat bond withstand time communitychoir harmonyinag musicharmoni seniorvoic,0.296
exploring the art of meditation finding tranquility in the stillness of the mind meditationjourney tranquilmind mindfulliving seniorcalm,Neutral,2023-06-21 19:00:00,MeditationSenior,Twitter,18.0,35.0,UK,2023,6,21,19,explor art medit find tranquil still mind meditationjourney tranquilmind mindfulliv seniorcalm,0.0516
taking a stroll in the garden appreciating the beauty of blooming flowers natures wonders never cease gardenwalk floralbeauty naturewonders seniorgarden,Neutral,2023-06-22 13:45:00,GardenEnthusiast,Facebook,25.0,50.0,USA,2023,6,22,13,take stroll garden appreci beauti bloom flower natur wonder never ceas gardenwalk floralbeauti naturewond seniorgarden,0.0
sipping on a favorite vintage wine each sip telling a story of the years gone by cheers to a life welllived winelover vintagecheers lifewelllived seniorwine,Positive,2023-06-23 18:45:00,WineConnoisseur,Instagram,28.0,55.0,UK,2023,6,23,18,sip favorit vintag wine sip tell stori year gone cheer life wellliv winelov vintagech lifewellliv seniorwin,0.5106
participated in a community art class unleashing creativity in the golden years art has no age limit artclass seniorartistry creativityatanyage seniorcreativity,Neutral,2023-06-24 16:15:00,ArtisticSenior,Twitter,22.0,45.0,Canada,2023,6,24,16,particip commun art class unleash creativ golden year art age limit artclass seniorartistri creativityatanyag seniorcr,0.0
embarking on a journey of writing a memoir documenting a lifetime of experiences every story matters memoirwriting seniorstories lifetimeexperiences seniormemoir,Neutral,2023-06-25 20:30:00,MemoiristSenior,Facebook,35.0,70.0,USA,2023,6,25,20,embark journey write memoir document lifetim experi everi stori matter memoirwrit seniorstori lifetimeexperi seniormemoir,0.0258
attended a lecture on history always fascinated by the lessons from the past learning is a lifelong adventure historylecture seniorlearning lifetimeadventure seniorcuriosity,Neutral,2023-06-26 14:00:00,HistoryEnthusiast,Instagram,30.0,60.0,UK,2023,6,26,14,attend lectur histori alway fascin lesson past learn lifelong adventur historylectur seniorlearn lifetimeadventur seniorcurios,0.0
rediscovered the joy of cooking traditional family recipes the kitchen a place of cherished memories familyrecipes seniorcooking kitchenmemories seniorculinary,Positive,2023-06-27 17:45:00,FamilyChefSenior,Twitter,20.0,40.0,USA,2023,6,27,17,rediscov joy cook tradit famili recip kitchen place cherish memori familyrecip seniorcook kitchenmemori seniorculinari,0.7506
joined a nature photography club capturing the beauty of the great outdoors every click is a connection to nature naturephotography seniorphotographer outdoorbeauty seniorclicks,Positive,2023-06-28 22:15:00,NaturePhotographySenior,Facebook,18.0,35.0,UK,2023,6,28,22,join natur photographi club captur beauti great outdoor everi click connect natur naturephotographi seniorphotograph outdoorbeauti seniorclick,0.743
attended a jazz concert and swayed to the rhythm of timeless tunes music a constant companion in the golden years jazzconcert seniormusic timelesstunes seniorjazz,Neutral,2023-06-29 16:30:00,JazzMusicLover,Instagram,25.0,50.0,USA,2023,6,29,16,attend jazz concert sway rhythm timeless tune music constant companion golden year jazzconcert seniormus timelesstun seniorjazz,0.0
joined a writing group penning down thoughts and reflections writing a journey into the depths of the soul writinggroup seniorwriter soulfulwriting seniorreflections,Positive,2023-06-30 19:30:00,SeniorWordsmith,Twitter,28.0,55.0,UK,2023,6,30,19,join write group pen thought reflect write journey depth soul writinggroup seniorwrit soulfulwrit seniorreflect,0.296
embarked on a solo travel adventure discovering the beauty of new places at my own pace solotravel seniorexplorer discovernewplaces seniortravel,Neutral,2023-07-01 14:00:00,SoloAdventurer,Instagram,30.0,60.0,USA,2023,7,1,14,embark solo travel adventur discov beauti new place pace solotravel seniorexplor discovernewplac seniortravel,0.0
attended a vintage car show reminiscing about the classics that once ruled the roads nostalgia in every rev vintagecars classicrides roadtripdownmemorylane seniorcars,Neutral,2023-07-02 18:30:00,CarEnthusiastSenior,Facebook,22.0,45.0,UK,2023,7,2,18,attend vintag car show reminisc classic rule road nostalgia everi rev vintagecar classicrid roadtripdownmemorylan seniorcar,0.0
started a community garden growing not just plants but friendships too green thumbs unite communitygarden seniorgardener gardenfriends seniorgreenthumb,Positive,2023-07-03 12:45:00,GreenThumbSenior,Twitter,28.0,55.0,Canada,2023,7,3,12,start commun garden grow plant friendship green thumb unit communitygarden seniorgarden gardenfriend seniorgreenthumb,0.4404
hosted a family dinner where laughter echoed louder than the clinking of utensils family the heart of happiness familydinner seniorhost heartwarmingmoments seniorfamily,Positive,2023-07-04 17:00:00,FamilyHostSenior,Instagram,35.0,70.0,USA,2023,7,4,17,host famili dinner laughter echo louder clink utensil famili heart happi familydinn seniorhost heartwarmingmo seniorfamili,0.4939
enrolled in a dance class for seniors moving to the rhythm of life age is just a number on the dance floor danceclass seniordancer dancelife seniormoves,Neutral,2023-07-05 20:15:00,DanceEnthusiastSenior,Twitter,18.0,35.0,UK,2023,7,5,20,enrol danc class senior move rhythm life age number danc floor danceclass seniordanc dancelif seniormov,0.0772
visited an art gallery appreciating the brushstrokes that tell tales of creativity art an eternal companion artgallery seniorartlover creativeexpressions seniorart,Neutral,2023-07-06 14:30:00,ArtGalleryVisitor,Facebook,25.0,50.0,USA,2023,7,6,14,visit art galleri appreci brushstrok tell tale creativ art etern companion artgalleri seniorartlov creativeexpress seniorart,0.0
started a book club for seniors where discussions are as lively as the characters in the novels bookclub seniorreaders bookishtalks seniorbookworms,Positive,2023-07-07 19:45:00,SeniorBookClub,Instagram,22.0,45.0,UK,2023,7,7,19,start book club senior discuss live charact novel bookclub seniorread bookishtalk seniorbookworm,0.3182
hosted a picnic in the park basking in the warmth of friendship and sunshine simple joys timeless memories parkpicnic seniorjoy friendshipsunshine seniormemories,Positive,2023-07-08 16:00:00,SeniorPicnicHost,Twitter,30.0,60.0,Canada,2023,7,8,16,host picnic park bask warmth friendship sunshin simpl joy timeless memori parkpicn seniorjoy friendshipsunshin seniormemori,0.8658
participated in a local theater production proving that the stage belongs to every age theaterproduction senioractor stagepassion seniortheater,Neutral,2023-07-09 22:30:00,SeniorActor,Facebook,20.0,40.0,USA,2023,7,9,22,particip local theater product prove stage belong everi age theaterproduct senioractor stagepass seniortheat,0.0
embarked on a hiking adventure conquering trails and relishing the beauty of nature age is just a number on the mountaintop hikingadventure seniorhiker naturetrailblazer seniorexplorer,Neutral,2023-07-10 14:20:00,SeniorHikerExplorer,Instagram,28.0,55.0,UK,2023,7,10,14,embark hike adventur conquer trail relish beauti natur age number mountaintop hikingadventur seniorhik naturetrailblaz seniorexplor,0.0772
hosted a photography exhibition featuring snapshots of a life welllived every photo has a story to tell photographyexhibition seniorphotographer lifeinpictures seniorexhibition,Neutral,2023-07-11 18:45:00,SeniorPhotographerExhibitor,Twitter,22.0,45.0,Canada,2023,7,11,18,host photographi exhibit featur snapshot life wellliv everi photo stori tell photographyexhibit seniorphotograph lifeinpictur seniorexhibit,0.0
joined a seniors cycling club feeling the wind in my hair and the freedom of the open road cyclingclub seniorcyclist openroadadventures seniorcycling,Positive,2023-07-12 13:45:00,SeniorCyclingEnthusiast,Facebook,25.0,50.0,USA,2023,7,12,13,join senior cycl club feel wind hair freedom open road cyclingclub seniorcyclist openroadadventur seniorcycl,0.7506
attended a wine tasting event savoring the richness of flavors that age like fine wine cheers to the golden years winetasting seniorwinelover agedtoperfection seniorcheers,Positive,2023-07-13 20:00:00,SeniorWineConnoisseur,Instagram,35.0,70.0,UK,2023,7,13,20,attend wine tast event savor rich flavor age like fine wine cheer golden year winetast seniorwinelov agedtoperfect seniorch,0.8807
started learning ballroom dancing gliding gracefully across the dance floor ageless elegance in every step ballroomdancing seniordancer gracefulmoves seniordance,Positive,2023-07-14 16:15:00,SeniorBallroomDancer,Twitter,20.0,40.0,USA,2023,7,14,16,start learn ballroom danc glide grace across danc floor ageless eleg everi step ballroomdanc seniordanc gracefulmov seniord,0.4215
organized a community painting event turning blank canvases into a masterpiece of shared creativity paintingevent seniorartist communityart seniorcreativity,Positive,2023-07-15 19:30:00,SeniorPaintingOrganizer,Facebook,28.0,55.0,Canada,2023,7,15,19,organ commun paint event turn blank canvas masterpiec share creativ paintingev seniorartist communityart seniorcr,0.296
hosted a memory lane evening with old friends reminiscing about the adventures that shaped our lives memorylane seniorreminiscing friendshipadventures seniornostalgia,Positive,2023-07-16 14:00:00,SeniorMemoriesHost,Instagram,30.0,60.0,USA,2023,7,16,14,host memori lane even old friend reminisc adventur shape live memorylan seniorreminisc friendshipadventur seniornostalgia,0.4939
joined a seniors astronomy club stargazing and finding wonder in the vastness of the cosmos astronomyclub seniorstargazer celestialwonders seniorastronomy,Positive,2023-07-17 22:15:00,SeniorStargazer,Twitter,18.0,35.0,UK,2023,7,17,22,join senior astronomi club stargaz find wonder vast cosmo astronomyclub seniorstargaz celestialwond seniorastronomi,0.296
attended a local jazz festival tapping toes to the tunes that have stood the test of time music a lifelong love affair jazzfestival seniormusiclover timelesstunes seniorjazz,Positive,2023-07-18 16:30:00,SeniorJazzFestivalGoer,Facebook,25.0,50.0,USA,2023,7,18,16,attend local jazz festiv tap toe tune stood test time music lifelong love affair jazzfestiv seniormusiclov timelesstun seniorjazz,0.6369
started a blog sharing the wisdom gained through the years proving that every day is a chance to learn and grow seniorwisdom blog lifelessons seniorblog,Positive,2023-07-19 19:45:00,WisdomBloggerSenior,Instagram,22.0,45.0,UK,2023,7,19,19,start blog share wisdom gain year prove everi day chanc learn grow seniorwisdom blog lifelesson seniorblog,0.8402
participated in a charity run proving that age is no barrier to supporting meaningful causes charityrun seniorrunner runforacause seniorsupport,Positive,2023-07-20 17:00:00,SeniorCharityRunner,Twitter,30.0,60.0,Canada,2023,7,20,17,particip chariti run prove age barrier support meaning caus charityrun seniorrunn runforacaus seniorsupport,0.296
survived a challenging physics exam equations you wont defeat me physicssurvivor highschooladventures,Positive,2023-08-01 13:30:00,PhysicsWhizHighSchool,Instagram,20.0,40.0,USA,2023,8,1,13,surviv challeng physic exam equat wont defeat physicssurvivor highschooladventur,0.357
exploring the world of coding debugging is an adventure on its own codingjourney highschoolcoder codingadventure highschoolcoderlife,Neutral,2023-08-02 14:45:00,CodeExplorerHighSchool,Twitter,25.0,50.0,UK,2023,8,2,14,explor world code debug adventur codingjourney highschoolcod codingadventur highschoolcoderlif,0.0
joined the school debate team words are my weapons and im ready for battle debatewarrior highschooldebater,Neutral,2023-08-03 12:15:00,DebateWarriorHighSchool,Facebook,18.0,35.0,Canada,2023,8,3,12,join school debat team word weapon im readi battl debatewarrior highschooldebat,0.0
started a photography club at school capturing moments one snapshot at a time photographyclub highschoolphotographer,Neutral,2023-08-04 16:30:00,PhotoClubHighSchool,Instagram,22.0,45.0,USA,2023,8,4,16,start photographi club school captur moment one snapshot time photographyclub highschoolphotograph,0.0
daydreaming about the upcoming prom the dress the dance  its a fairytale in the making promdreams highschoolfairytale,Neutral,2023-08-05 19:45:00,PromDreamerHighSchool,Twitter,30.0,60.0,Canada,2023,8,5,19,daydream upcom prom dress danc fairytal make promdream highschoolfairytal,0.0
convinced the teacher to have class outdoors learning equations with a side of fresh air outdoorclassroom highschoolexplorer,Positive,2023-08-06 14:00:00,OutdoorClassHighSchool,Facebook,28.0,55.0,USA,2023,8,6,14,convinc teacher class outdoor learn equat side fresh air outdoorclassroom highschoolexplor,0.3182
accidentally spilled paint in art class abstract art right artclassadventures highschoolartist artisticmishaps highschoolart,Negative,2023-08-07 19:45:00,PaintSpillHighSchool,Instagram,22.0,45.0,UK,2023,8,7,19,accident spill paint art class abstract art right artclassadventur highschoolartist artisticmishap highschoolart,-0.4767
trying to master the perfect kickflip on my skateboard skating into the weekend like a pro skaterlife highschoolskater,Positive,2023-08-08 16:00:00,SkateProHighSchool,Twitter,30.0,60.0,Canada,2023,8,8,16,tri master perfect kickflip skateboard skate weekend like pro skaterlif highschoolskat,0.7351
bonding with friends over the latest kpop sensation fangirling at its finest kpopfangirl highschoolmusic,Positive,2023-08-09 22:30:00,KpopFangirlHighSchool,Facebook,20.0,40.0,USA,2023,8,9,22,bond friend latest kpop sensat fangirl finest kpopfangirl highschoolmus,0.4939
spent hours perfecting a chemistry experiment mixing potions like a wizard chemistrywizard highschoolscientist,Positive,2023-08-10 14:20:00,ChemistryWizardHighSchool,Instagram,28.0,55.0,UK,2023,8,10,14,spent hour perfect chemistri experi mix potion like wizard chemistrywizard highschoolscientist,0.7351
successfully organized a surprise birthday party for a friend party planning expert mode achieved birthdayparty highschoolcelebration,Positive,2023-08-11 18:45:00,BirthdayPartyPlannerHighSchool,Twitter,22.0,45.0,Canada,2023,8,11,18,success organ surpris birthday parti friend parti plan expert mode achiev birthdayparti highschoolcelebr,0.7845
joined the drama club to unleash my inner actor lights camera action dramaclubstar highschoolactor,Positive,2023-08-12 13:45:00,DramaClubStarHighSchool,Facebook,25.0,50.0,USA,2023,8,12,13,join drama club unleash inner actor light camera action dramaclubstar highschoolactor,0.296
got my hands on the latest fantasy novel diving into realms of magic and adventure fantasybooknerd highschoolreader,Positive,2023-08-13 20:00:00,FantasyBookNerdHighSchool,Instagram,35.0,70.0,UK,2023,8,13,20,got hand latest fantasi novel dive realm magic adventur fantasybooknerd highschoolread,0.6705
mastering the art of the perfect doodle during boring classes doodles a doodlemaster highschoolart,Positive,2023-08-14 16:15:00,DoodleMasterHighSchool,Twitter,20.0,40.0,USA,2023,8,14,16,master art perfect doodl bore class doodl doodlemast highschoolart,0.4019
attempting to break the school record for the longest handstand wish me luck handstandchallenge highschoolathlete,Positive,2023-08-15 19:30:00,HandstandChallengeHighSchool,Facebook,28.0,55.0,Canada,2023,8,15,19,attempt break school record longest handstand wish luck handstandchalleng highschoolathlet,0.6908
sneaking snacks into class like a pro the art of snacksmuggling is a sacred skill snacksmuggler highschoolsnacks,Positive,2023-08-16 14:00:00,SnackSmugglerHighSchool,Instagram,30.0,60.0,USA,2023,8,16,14,sneak snack class like pro art snacksmuggl sacr skill snacksmuggl highschoolsnack,0.3612
hosting a sleepover with friends this weekend preparing for a night of laughter and memories sleepoverfun highschoolmemories,Positive,2023-08-17 22:15:00,SleepoverHostHighSchool,Twitter,18.0,35.0,UK,2023,8,17,22,host sleepov friend weekend prepar night laughter memori sleepoverfun highschoolmemori,0.7506
spent hours on a tiktok dance only to realize i have two left feet dance fail unleashed dancefail highschooltiktok,Negative,2023-08-18 16:30:00,TikTokFailHighSchool,Facebook,25.0,50.0,USA,2023,8,18,16,spent hour tiktok danc realiz two left feet danc fail unleash dancefail highschooltiktok,-0.5423
accidentally liked my crushs old photo while stalking their profile awkward level maximum socialmediablunder highschoolawkward,Negative,2023-08-19 19:45:00,SocialMediaBlunderHighSchool,Instagram,22.0,45.0,UK,2023,8,19,19,accident like crush old photo stalk profil awkward level maximum socialmediablund highschoolawkward,-0.4215
tried to impress my crush with a smooth conversation ended up spilling my drink smooth level nonexistent crushfail highschoolembarrassment,Positive,2023-08-20 17:00:00,CrushFailHighSchool,Twitter,30.0,60.0,Canada,2023,8,20,17,tri impress crush smooth convers end spill drink smooth level nonexist crushfail highschoolembarrass,0.3182
mastered the art of creating paper airplanes during lecture paper planes soaring to new heights paperplaneexpert highschoolart,Neutral,2023-08-21 15:45:00,PaperPlaneExpertHighSchool,Instagram,15.0,30.0,USA,2023,8,21,15,master art creat paper airplan lectur paper plane soar new height paperplaneexpert highschoolart,0.0
trying to set a new trend by juggling textbooks between classes academic juggling a unique skill textbookjuggling highschoolskills,Neutral,2023-08-22 12:30:00,JugglingProHighSchool,Facebook,22.0,40.0,Canada,2023,8,22,12,tri set new trend juggl textbook class academ juggl uniqu skill textbookjuggl highschoolskil,0.0
hiding a snack stash in my backpack for emergency cravings snack ninja mode activated snackninja highschoolsnacks,Negative,2023-08-23 16:45:00,SnackNinjaHighSchool,Twitter,28.0,55.0,USA,2023,8,23,16,hide snack stash backpack emerg crave snack ninja mode activ snackninja highschoolsnack,-0.1779
planning a surprise scavenger hunt for friends anticipating the thrill and excitement surpriseadventure highschoolfun,Positive,2023-08-24 18:20:00,ScavengerHuntMasterHighSchool,Instagram,20.0,38.0,UK,2023,8,24,18,plan surpris scaveng hunt friend anticip thrill excit surpriseadventur highschoolfun,0.6908
danced in the rain to celebrate the end of exams rain dance unexpectedly refreshing raindance highschooljoy,Neutral,2023-08-25 14:15:00,RainDanceCelebrationHighSchool,Facebook,25.0,50.0,Canada,2023,8,25,14,danc rain celebr end exam rain danc unexpectedli refresh raindanc highschooljoy,0.0
accidentally sent a text meant for a friend to the class group chat texting fail oops moment textingfail highschoolawkward,Negative,2023-08-26 17:30:00,GroupChatBlunderHighSchool,Twitter,18.0,35.0,USA,2023,8,26,17,accident sent text meant friend class group chat text fail oop moment textingfail highschoolawkward,-0.5267
tried a magic trick to impress classmates magic fail where did that rabbit go magicfail highschoolmagic,Negative,2023-08-27 20:45:00,MagicFailHighSchool,Instagram,22.0,45.0,UK,2023,8,27,20,tri magic trick impress classmat magic fail rabbit go magicfail highschoolmag,-0.2023
perfecting the art of creating origami during a dull lecture origami mastery a origamimaster highschoolart,Positive,2023-08-28 16:00:00,OrigamiProHighSchool,Twitter,18.0,36.0,USA,2023,8,28,16,perfect art creat origami dull lectur origami masteri origamimast highschoolart,0.25
attempting to set a new record for the most consecutive hacky sack kicks hacky sack skills unleashed hackysackchallenge highschoolathlete,Neutral,2023-08-29 13:45:00,HackySackChampionHighSchool,Instagram,26.0,48.0,Canada,2023,8,29,13,attempt set new record consecut hacki sack kick hacki sack skill unleash hackysackchalleng highschoolathlet,0.0
